ground_truth,FileName,SPLIT,SSL_SPLIT
58,2280_RodTaylor_58_m.jpg,TRAIN,EXCLUDE
25,2707_KevinBacon_25_m.jpg,TRAIN,EXCLUDE
29,4848_RobertRedford_29_m.jpg,TRAIN,EXCLUDE
33,11339_VirnaLisi_33_f.jpg,TRAIN,EXCLUDE
42,6629_MelFerrer_42_m.jpg,TRAIN,EXCLUDE
17,13244_ShirleyMacLaine_17_f.jpg,VAL,EXCLUDE
20,176_JhonLenon_20_m.jpg,TRAIN,EXCLUDE
78,12875_MylКneDemongeot_78_f.jpg,TEST,EXCLUDE
40,2658_JerryLewis_40_m.jpg,TRAIN,EXCLUDE
42,13811_VanessaRedgrave_42_f.jpg,TRAIN,EXCLUDE
34,11208_MonicaVitti_34_f.jpg,TRAIN,EXCLUDE
35,15122_CatherineSchell_35_f.jpg,TRAIN,EXCLUDE
49,5077_AnthonyHopkins_49_m.jpg,TRAIN,EXCLUDE
48,966_Gaddafi_48_m.jpg,TRAIN,EXCLUDE
41,4_MariaCallas_41_f.jpg,VAL,EXCLUDE
39,15442_JanetEllis_39_f.jpg,TRAIN,EXCLUDE
50,5190_CharlesGrodin_50_m.jpg,TRAIN,EXCLUDE
38,12581_DonnaReed_38_f.jpg,TRAIN,EXCLUDE
29,15231_DebraPaget_29_f.jpg,TRAIN,EXCLUDE
56,3396_JohnLithgow_56_m.jpg,TRAIN,EXCLUDE
45,4473_WilliamDafoe_45_m.jpg,TRAIN,EXCLUDE
47,8040_HorstBuchholz_47_m.jpg,TRAIN,EXCLUDE
78,4723_MichaelCaine_78_m.jpg,TRAIN,EXCLUDE
75,3192_DerekJacobi_75_m.jpg,TRAIN,EXCLUDE
32,6911_BorisKarloff_32_m.jpg,TRAIN,EXCLUDE
41,981_Einstain_41_m.jpg,TRAIN,EXCLUDE
30,1660_BobDylan_30_m.jpg,TRAIN,EXCLUDE
68,8297_RichardChamberlain_68_m.jpg,VAL,EXCLUDE
24,12621_HedyLamarr_24_f.jpg,TEST,EXCLUDE
87,2670_JerryLewis_87_m.jpg,TRAIN,EXCLUDE
21,721_RonaldReagan_21_m.jpg,TRAIN,EXCLUDE
34,7083_Garycooper_34_m.jpg,TRAIN,EXCLUDE
22,11457_JuliaRoberts_22_f.jpg,TRAIN,EXCLUDE
25,15427_JanetEllis_25_f.jpg,TRAIN,EXCLUDE
60,10845_RaquelWelch_60_f.jpg,TRAIN,EXCLUDE
75,9267_VittorioGassman_75_m.jpg,TRAIN,EXCLUDE
52,6787_RowanAtkinson_52_m.jpg,TRAIN,EXCLUDE
21,15898_VeraEllen_21_f.jpg,TRAIN,EXCLUDE
32,10280_MarietteHartley_32_f.jpg,TRAIN,EXCLUDE
58,8094_Konstantaras_58_m.jpg,TRAIN,EXCLUDE
33,10769_OrnellaMuti_33_f.jpg,TRAIN,EXCLUDE
34,13930_BettyGrable_34_f.jpg,TRAIN,EXCLUDE
36,13608_JessicaTandy_36_f.jpg,TRAIN,EXCLUDE
75,9225_RobertMitchum_75_m.jpg,TRAIN,EXCLUDE
32,15304_EdwigeFenech_32_f.jpg,VAL,EXCLUDE
44,14498_SusanHayward_44_f.jpg,TRAIN,EXCLUDE
29,15965_MartinLutherKing_29_m.jpg,TRAIN,LABELED
75,9373_GregoryPeck_75_m.jpg,TEST,EXCLUDE
56,1793_TomHanks_56_m.jpg,TRAIN,EXCLUDE
45,920_TheodoreRoosevelt_45_m.jpg,TRAIN,EXCLUDE
33,14066_JudyHolliday_33_f.jpg,TRAIN,EXCLUDE
41,13562_IreneDunne_41_f.jpg,TRAIN,EXCLUDE
65,36_EsteeLauder_65_f.jpg,TRAIN,EXCLUDE
30,2390_BillMurray_30_m.jpg,TRAIN,EXCLUDE
52,390_JPaulGetty_52_m.jpg,TRAIN,EXCLUDE
54,12452_AngieDickinson_54_f.jpg,TRAIN,EXCLUDE
40,9114_MarlonBrando_40_m.jpg,TRAIN,LABELED
68,10475_BetteMidler_68_f.jpg,TRAIN,EXCLUDE
34,15793_SarahDouglas_34_f.jpg,TRAIN,EXCLUDE
72,16246_NelsonMandela_72_m.jpg,TRAIN,EXCLUDE
37,1316_AlbertCamus_37_m.jpg,TRAIN,EXCLUDE
38,5306_JackLemon_38_m.jpg,TRAIN,EXCLUDE
48,3239_GeneHackman_48_m.jpg,TRAIN,EXCLUDE
29,12910_BarbraStreisand_29_f.jpg,TRAIN,EXCLUDE
37,2513_DonJohnson_37_m.jpg,VAL,EXCLUDE
69,7264_KrisKristofferson_69_m.jpg,TRAIN,EXCLUDE
74,395_JPaulGetty_74_m.jpg,TRAIN,EXCLUDE
56,12630_HedyLamarr_56_f.jpg,TRAIN,EXCLUDE
63,4457_StevenSeagal_63_m.jpg,VAL,EXCLUDE
67,1505_GabrielGarciaMarquez_67_m.jpg,VAL,EXCLUDE
62,829_HarrySTruman_62_m.jpg,VAL,EXCLUDE
90,1898_AlanYoung_90_m.jpg,TRAIN,EXCLUDE
45,9074_JeanClaudeVanDamme_45_m.jpg,TEST,EXCLUDE
49,12448_AngieDickinson_49_f.jpg,TRAIN,EXCLUDE
33,15018_AnnMiller_33_f.jpg,TEST,EXCLUDE
44,9062_JeanClaudeVanDamme_44_m.jpg,TRAIN,EXCLUDE
16,10753_OrnellaMuti_16_f.jpg,VAL,EXCLUDE
41,16455_Tyson_41_f.jpg,TRAIN,EXCLUDE
37,5370_JohnMalkovich_37_m.jpg,TRAIN,EXCLUDE
45,7997_GiulianoGemma_45_m.jpg,TRAIN,EXCLUDE
13,12785_MargaretOBrien_13_f.jpg,TEST,EXCLUDE
38,1262_AlexanderGrahamBell_38_m.jpg,VAL,EXCLUDE
32,8889_ChristopherEccleston_32_m.jpg,TRAIN,EXCLUDE
41,15097_BonnieHunt_41_f.jpg,TRAIN,EXCLUDE
47,12700_JamieLeeCurtis_47_f.jpg,TRAIN,EXCLUDE
79,13623_JessicaTandy_79_f.jpg,VAL,EXCLUDE
40,2455_ChevyChase_40_m.jpg,TRAIN,EXCLUDE
33,2668_JerryLewis_33_m.jpg,TRAIN,EXCLUDE
25,367_DavidSarnoff_25_m.jpg,TRAIN,EXCLUDE
24,10191_JulieAdams_24_f.jpg,TRAIN,EXCLUDE
5,14387_MaryPickford_5_f.jpg,TEST,EXCLUDE
41,8897_ChristopherEccleston_41_m.jpg,TRAIN,EXCLUDE
62,8005_GiulianoGemma_62_m.jpg,TRAIN,EXCLUDE
18,3788_SeanConnery_18_m.jpg,TRAIN,EXCLUDE
44,2561_GaryOldman_44_m.jpg,TRAIN,EXCLUDE
25,13524_HelenHayes_25_f.jpg,TRAIN,EXCLUDE
50,13210_MichellePfeiffer_50_f.jpg,VAL,EXCLUDE
24,14599_JenniferJones_24_f.jpg,TRAIN,EXCLUDE
69,16430_Turner_69_f.jpg,TEST,EXCLUDE
31,15764_PamelaSueMartin_31_f.jpg,TRAIN,EXCLUDE
73,2811_PeterFonda_73_m.jpg,TRAIN,EXCLUDE
42,9061_JeanClaudeVanDamme_42_m.jpg,TRAIN,LABELED
76,10901_TippiHedren_76_f.jpg,TRAIN,EXCLUDE
34,4410_RobertPowell_34_m.jpg,TEST,EXCLUDE
43,6532_KlausKinski_43_m.jpg,TRAIN,EXCLUDE
68,6011_JohnHuston_68_m.jpg,TRAIN,EXCLUDE
55,8739_RichardAttenborough_55_m.jpg,TRAIN,EXCLUDE
60,15548_JulieBishop_60_f.jpg,TRAIN,EXCLUDE
67,2633_JamesWoods_67_m.jpg,TRAIN,EXCLUDE
20,4487_CarlosSantana_20_m.jpg,VAL,EXCLUDE
78,5942_JackLarson_78_m.jpg,TEST,EXCLUDE
49,10122_JaneFonda_49_f.jpg,TRAIN,EXCLUDE
53,10020_GoldieHawn_53_f.jpg,TRAIN,EXCLUDE
20,11217_PiaLindstrom_20_f.jpg,TRAIN,EXCLUDE
40,2724_KevinBacon_40_m.jpg,TRAIN,EXCLUDE
36,10467_BetteMidler_36_f.jpg,TRAIN,EXCLUDE
26,5635_PeterOToole_26_m.jpg,TRAIN,EXCLUDE
32,8664_JohnCassavetes_32_m.jpg,TRAIN,EXCLUDE
50,5414_JonFinch_50_m.jpg,TEST,EXCLUDE
40,12355_MyrnaLoy_40_f.jpg,TRAIN,EXCLUDE
33,729_RonaldReagan_33_m.jpg,TRAIN,EXCLUDE
37,2751_LiamNeeson_37_m.jpg,TEST,EXCLUDE
35,14761_ShelleyWinters_35_f.jpg,TRAIN,LABELED
30,12062_ElsaMartinelli_30_f.jpg,TRAIN,EXCLUDE
44,2060_JonVoight_44_m.jpg,TEST,EXCLUDE
67,10102_JaneBirkin_67_f.jpg,TEST,EXCLUDE
30,3635_MikeConnors_30_m.jpg,TRAIN,EXCLUDE
17,11306_TanyaRoberts_17_f.jpg,VAL,EXCLUDE
35,4432_StevenSeagal_35_m.jpg,TRAIN,EXCLUDE
55,7520_RichardBoone_55_m.jpg,TRAIN,EXCLUDE
35,11032_EmmaThompson_35_f.jpg,TRAIN,EXCLUDE
44,6630_MelFerrer_44_m.jpg,TRAIN,EXCLUDE
27,15082_BonnieHunt_27_f.jpg,TRAIN,EXCLUDE
90,2355_AbeVigoda_90_m.jpg,VAL,EXCLUDE
36,16007_SerenaWilliams_36_f.jpg,TRAIN,EXCLUDE
41,14055_JudyGarland_41_f.jpg,TRAIN,LABELED
50,6892_YvesMontand_50_m.jpg,TRAIN,EXCLUDE
26,14575_JenniferJones_26_f.jpg,TRAIN,EXCLUDE
60,6826_StevenSpielberg_60_m.jpg,TRAIN,EXCLUDE
33,3843_SteveKanaly_33_m.jpg,TRAIN,EXCLUDE
36,14551_AudreyHepburn_36_f.jpg,VAL,EXCLUDE
23,12411_AngieDickinson_23_f.jpg,TRAIN,EXCLUDE
58,2789_MickJagger_58_m.jpg,VAL,EXCLUDE
67,6470_JohnVernon_67_m.jpg,TRAIN,EXCLUDE
78,2667_JerryLewis_78_m.jpg,TRAIN,EXCLUDE
35,6823_StevenSpielberg_35_m.jpg,TRAIN,EXCLUDE
41,8068_JohnForsythe_41_m.jpg,TRAIN,EXCLUDE
63,12323_MelindaDillion_63_f.jpg,TRAIN,EXCLUDE
43,5317_JackLemon_43_m.jpg,TRAIN,EXCLUDE
50,7253_KrisKristofferson_50_m.jpg,TRAIN,EXCLUDE
82,6056_RafVallone_82_m.jpg,TEST,EXCLUDE
43,3529_MartinSheen_43_m.jpg,TRAIN,EXCLUDE
64,1755_TimCurry_64_m.jpg,VAL,EXCLUDE
25,10106_JaneFonda_25_f.jpg,TRAIN,EXCLUDE
31,11049_JeanneMoreau_31_f.jpg,TRAIN,EXCLUDE
27,15430_JanetEllis_27_f.jpg,TRAIN,EXCLUDE
41,6729_RexHarrison_41_m.jpg,TRAIN,EXCLUDE
53,14185_GeraldinePage_53_f.jpg,TRAIN,EXCLUDE
53,7322_LinoVentura_53_m.jpg,VAL,EXCLUDE
98,1302_RitaLeviMontalcini_98_f.jpg,TRAIN,EXCLUDE
14,4485_CarlosSantana_14_m.jpg,TEST,EXCLUDE
51,7042_DavidNiven_51_m.jpg,TRAIN,EXCLUDE
22,10796_PeggyLipton_22_f.jpg,VAL,EXCLUDE
50,6417_JamesCoburn_50_m.jpg,TRAIN,EXCLUDE
37,11033_EmmaThompson_37_f.jpg,TRAIN,EXCLUDE
57,7521_RichardBoone_57_m.jpg,VAL,EXCLUDE
44,16289_campbell_44_f.jpg,VAL,EXCLUDE
67,866_WinstonChurchill_67_m.jpg,TRAIN,EXCLUDE
68,7025_ChristopherWalken_68_m.jpg,TEST,EXCLUDE
58,15613_KateOMara_58_f.jpg,VAL,EXCLUDE
26,152_PaulmcCartney_26_m.jpg,TRAIN,EXCLUDE
63,12969_CatherineDeneuve_63_f.jpg,VAL,EXCLUDE
69,8976_FredMacMurray_69_m.jpg,TEST,EXCLUDE
71,5019_WarrenBeatty_71_m.jpg,TRAIN,EXCLUDE
40,6764_RockHudson_40_m.jpg,TRAIN,EXCLUDE
50,5639_PeterOToole_50_m.jpg,TRAIN,EXCLUDE
37,4583_GordonThomson_37_m.jpg,TEST,EXCLUDE
67,4516_CarlosSantana_67_m.jpg,TEST,EXCLUDE
43,8069_JohnForsythe_43_m.jpg,TRAIN,EXCLUDE
30,103_PaulAnka_30_m.jpg,TRAIN,EXCLUDE
50,5278_JackNicolson_50_m.jpg,TRAIN,EXCLUDE
29,3563_MichaelYork_29_m.jpg,TRAIN,EXCLUDE
76,436_JohnDRockefeller_76_m.jpg,VAL,EXCLUDE
11,1313_AlbertCamus_11_m.jpg,VAL,EXCLUDE
44,7685_UgoTognazzi_44_m.jpg,TEST,EXCLUDE
45,8647_JamesStewart_45_m.jpg,VAL,EXCLUDE
28,10944_DaliahLavi_28_f.jpg,TRAIN,EXCLUDE
69,11805_ValerieHarper_69_f.jpg,TRAIN,EXCLUDE
31,7497_RichardBoone_31_m.jpg,TRAIN,EXCLUDE
28,14331_KristinScottThomas_28_f.jpg,TRAIN,EXCLUDE
27,15787_SarahDouglas_27_f.jpg,TRAIN,EXCLUDE
41,9959_ElkeSommer_41_f.jpg,TRAIN,EXCLUDE
30,16284_campbell_30_f.jpg,TRAIN,EXCLUDE
44,8070_JohnForsythe_44_m.jpg,TRAIN,EXCLUDE
28,16228_RichardPryor_28_m.jpg,TRAIN,EXCLUDE
41,4796_PierceBrosnan_41_m.jpg,TRAIN,EXCLUDE
42,3364_JeffDaniels_42_m.jpg,VAL,EXCLUDE
45,1627_AlPacino_45_m.jpg,TRAIN,EXCLUDE
66,3469_LeslieCaron_66_m.jpg,TEST,EXCLUDE
36,14588_JenniferJones_36_f.jpg,TRAIN,EXCLUDE
33,6994_ChristopherWalken_33_m.jpg,TRAIN,EXCLUDE
40,13701_NormaShearer_40_f.jpg,TRAIN,EXCLUDE
71,4521_DustinHoffman_71_m.jpg,TRAIN,EXCLUDE
54,3770_RutgerHauer_54_m.jpg,TRAIN,EXCLUDE
50,6155_DanaAndrews_50_m.jpg,TRAIN,EXCLUDE
60,7429_MickeyRooney_60_m.jpg,TRAIN,EXCLUDE
29,215_ElvisPresley_29_m.jpg,TEST,EXCLUDE
48,6186_DenzelWashington_48_m.jpg,TRAIN,EXCLUDE
45,11738_SusanSarandon_45_f.jpg,TRAIN,EXCLUDE
51,10447_BetteMidler_51_f.jpg,TRAIN,EXCLUDE
80,16194_BillCosby_80_m.jpg,TRAIN,EXCLUDE
38,10648_LuiseRainer_38_f.jpg,TRAIN,EXCLUDE
73,15662_KatharineRoss_73_f.jpg,TRAIN,EXCLUDE
28,510_AlKapone_28_m.jpg,TRAIN,EXCLUDE
28,12880_RuthGordon_28_f.jpg,TRAIN,EXCLUDE
71,321_MichaelBloomberg_71_m.jpg,TEST,EXCLUDE
52,1388_OdysseasElytis_52_m.jpg,TRAIN,EXCLUDE
36,4526_DustinHoffman_36_m.jpg,TRAIN,LABELED
78,1359_BertrandRussell_78_m.jpg,VAL,EXCLUDE
47,10915_Arletty_47_f.jpg,TRAIN,EXCLUDE
20,8187_PeterUstinov_20_m.jpg,TRAIN,EXCLUDE
23,5420_KennethBranagh_23_m.jpg,TRAIN,EXCLUDE
37,7000_ChristopherWalken_37_m.jpg,TRAIN,LABELED
58,15455_JanetEllis_58_f.jpg,TRAIN,EXCLUDE
20,12642_IsabelleHuppert_20_f.jpg,TRAIN,EXCLUDE
24,11811_AnjelicaHuston_24_f.jpg,TRAIN,EXCLUDE
27,3447_LeslieCaron_27_m.jpg,TRAIN,EXCLUDE
54,5388_JohnMalkovich_54_m.jpg,TRAIN,EXCLUDE
33,14426_OliviadeHavilland_33_f.jpg,TRAIN,EXCLUDE
93,14428_OliviadeHavilland_93_f.jpg,TRAIN,EXCLUDE
85,13385_CelesteHolm_85_f.jpg,TEST,EXCLUDE
62,10233_KathyBates_62_f.jpg,TRAIN,EXCLUDE
63,13435_DanielleDarrieux_63_f.jpg,TRAIN,EXCLUDE
75,9463_EdwardGRobinson_75_m.jpg,TRAIN,EXCLUDE
46,8071_JohnForsythe_46_m.jpg,TRAIN,EXCLUDE
45,12404_UrsulaAndress_45_f.jpg,TRAIN,EXCLUDE
73,4078_ClintWalker_73_m.jpg,TEST,EXCLUDE
86,1894_AlanYoung_86_m.jpg,TRAIN,EXCLUDE
56,10843_RaquelWelch_56_f.jpg,TRAIN,EXCLUDE
44,4136_GenaRowlands_44_m.jpg,TRAIN,EXCLUDE
31,235_TheodorakisMikis_31_m.jpg,TRAIN,EXCLUDE
56,14705_ElizabethTaylor_56_f.jpg,VAL,EXCLUDE
27,4051_ClintWalker_27_m.jpg,TRAIN,EXCLUDE
14,261_michaeljackson_14_m.jpg,VAL,EXCLUDE
54,11003_EllenBurstyn_54_f.jpg,TRAIN,EXCLUDE
51,8148_LorneGreene_51_m.jpg,TRAIN,EXCLUDE
62,8853_ArnoldSchwarzenegger_62_m.jpg,TRAIN,EXCLUDE
37,2578_GeneWilder_37_m.jpg,TRAIN,EXCLUDE
48,12241_IsabelleAdjani_48_f.jpg,TRAIN,EXCLUDE
70,3596_MichaelYork_70_m.jpg,TRAIN,EXCLUDE
57,4764_MichelPiccoli_57_m.jpg,TRAIN,EXCLUDE
35,7825_AnthonyQuayle_35_m.jpg,TRAIN,EXCLUDE
27,10674_LuiseRainer_27_f.jpg,TRAIN,EXCLUDE
56,4574_Fernandel_56_m.jpg,TRAIN,EXCLUDE
34,730_RonaldReagan_34_m.jpg,TRAIN,LABELED
35,10726_MaggieSmith_35_f.jpg,TRAIN,EXCLUDE
56,6735_RexHarrison_56_m.jpg,TRAIN,EXCLUDE
67,1012_StephenHawking_67_m.jpg,TRAIN,EXCLUDE
59,5241_DavidMcCallum_59_m.jpg,TRAIN,EXCLUDE
32,11401_AnnetteBening_32_f.jpg,TRAIN,EXCLUDE
30,3035_BillNighy_30_m.jpg,TRAIN,EXCLUDE
36,9430_EdwardGRobinson_36_m.jpg,TRAIN,EXCLUDE
76,8301_RichardChamberlain_76_m.jpg,TRAIN,LABELED
66,7393_LyleTalbot_66_m.jpg,TRAIN,EXCLUDE
22,10604_LindaEvans_22_f.jpg,TEST,EXCLUDE
38,13280_AmandaRedman_38_f.jpg,TRAIN,EXCLUDE
37,7657_TonyCurtis_37_m.jpg,TEST,EXCLUDE
22,13333_AvaGardner_22_f.jpg,TRAIN,EXCLUDE
75,35_EsteeLauder_75_f.jpg,TRAIN,EXCLUDE
19,12409_AngieDickinson_19_f.jpg,TRAIN,EXCLUDE
54,16005_NeildeGrasseTyson _54_m.jpg,TRAIN,EXCLUDE
40,3602_MikeConnors_40_m.jpg,TRAIN,EXCLUDE
50,11743_SusanSarandon_50_f.jpg,TRAIN,EXCLUDE
33,13276_AmandaRedman_33_f.jpg,TRAIN,EXCLUDE
71,3132_ChuckNorris_71_m.jpg,TEST,EXCLUDE
63,2421_BillMurray_63_m.jpg,VAL,EXCLUDE
71,13261_ShirleyMacLaine_71_f.jpg,TRAIN,EXCLUDE
33,4409_RobertPowell_33_m.jpg,TRAIN,EXCLUDE
69,11072_JeanneMoreau_69_f.jpg,TRAIN,EXCLUDE
48,6855_ThomasTerry_48_m.jpg,VAL,EXCLUDE
24,3975_BurtReynolds_24_m.jpg,TRAIN,EXCLUDE
45,5741_TommyLeeJones_45_m.jpg,TRAIN,EXCLUDE
33,6340_JamesArness_33_m.jpg,TRAIN,EXCLUDE
26,2540_GaryOldman_26_m.jpg,TRAIN,EXCLUDE
77,9269_VittorioGassman_77_m.jpg,TEST,EXCLUDE
30,16483_SerenaWilliams_30_f.jpg,TRAIN,EXCLUDE
29,1872_AlanYoung_29_m.jpg,TRAIN,EXCLUDE
37,1810_TomHulce_37_m.jpg,TRAIN,EXCLUDE
50,12149_FrancescaAnnis_50_f.jpg,TRAIN,EXCLUDE
7,9790_JaneAsher_7_f.jpg,TEST,EXCLUDE
80,13514_GladysCooper_80_f.jpg,TRAIN,EXCLUDE
38,1442_FriedrichNietzsche_38_m.jpg,TRAIN,EXCLUDE
27,11278_SophiaLoren_27_f.jpg,TRAIN,EXCLUDE
45,16229_RichardPryor_45_m.jpg,VAL,EXCLUDE
30,3282_IanMcKellen_30_m.jpg,TRAIN,EXCLUDE
25,11044_JeanneMoreau_25_f.jpg,TRAIN,EXCLUDE
28,6519_KlausKinski_28_m.jpg,TRAIN,EXCLUDE
58,9369_GregoryPeck_58_m.jpg,TEST,EXCLUDE
34,11729_SusanSarandon_34_f.jpg,TRAIN,EXCLUDE
44,9248_VittorioGassman_44_m.jpg,TRAIN,EXCLUDE
27,12550_AlikiBoug_27_f.jpg,VAL,EXCLUDE
30,9132_MichaelSarrazin_30_m.jpg,TRAIN,EXCLUDE
46,2100_MelBrooks_46_m.jpg,TRAIN,EXCLUDE
40,9140_MichaelSarrazin_40_m.jpg,TRAIN,EXCLUDE
37,4557_Fernandel_37_m.jpg,TRAIN,EXCLUDE
37,3642_OmarSharif_37_m.jpg,TRAIN,EXCLUDE
63,15836_StefaniePowers_63_f.jpg,TRAIN,EXCLUDE
7,6188_DickieMoore_7_m.jpg,VAL,EXCLUDE
58,15832_StefaniePowers_58_f.jpg,TRAIN,EXCLUDE
36,9303_BurtLancaster_36_m.jpg,TRAIN,EXCLUDE
55,11680_MireilleDarc_55_f.jpg,TRAIN,EXCLUDE
35,5208_ClintEastwood_35_m.jpg,TRAIN,EXCLUDE
3,15958_MartinLutherKing_3_m.jpg,TRAIN,EXCLUDE
46,333_LarryEllison_46_m.jpg,TRAIN,EXCLUDE
55,392_JPaulGetty_55_m.jpg,TRAIN,EXCLUDE
30,3564_MichaelYork_30_m.jpg,TRAIN,EXCLUDE
26,13923_BettyGrable_26_f.jpg,TRAIN,EXCLUDE
46,3110_ChuckNorris_46_m.jpg,TRAIN,EXCLUDE
35,13473_GingerRogers_35_f.jpg,TRAIN,EXCLUDE
16,6573_LexBarker_16_m.jpg,TRAIN,EXCLUDE
34,2716_KevinBacon_34_m.jpg,TRAIN,EXCLUDE
43,3272_IanMcKellen_43_m.jpg,TRAIN,LABELED
45,11437_CyndiLauper_45_f.jpg,TRAIN,EXCLUDE
54,3583_MichaelYork_54_m.jpg,TRAIN,EXCLUDE
28,8308_RichardCrenna_28_m.jpg,TRAIN,EXCLUDE
74,4919_RomanPolanski_74_m.jpg,TRAIN,EXCLUDE
40,5993_JohnHuston_40_m.jpg,TRAIN,EXCLUDE
34,629_mitsotakis_34_m.jpg,TRAIN,EXCLUDE
31,2913_ScottGlenn_31_m.jpg,VAL,EXCLUDE
71,12433_AngieDickinson_71_f.jpg,TRAIN,EXCLUDE
47,13938_BettyGrable_47_f.jpg,TRAIN,EXCLUDE
39,12421_AngieDickinson_39_f.jpg,TRAIN,EXCLUDE
32,8732_RichardAttenborough_32_m.jpg,TRAIN,EXCLUDE
53,370_DavidSarnoff_53_m.jpg,VAL,EXCLUDE
61,9259_VittorioGassman_61_m.jpg,TEST,EXCLUDE
20,14789_SilvanaMangano_20_f.jpg,VAL,EXCLUDE
18,11532_LaurenBacall_18_f.jpg,TEST,EXCLUDE
40,7932_GeorgePeppard_40_m.jpg,TRAIN,EXCLUDE
32,11351_VirnaLisi_32_f.jpg,TRAIN,EXCLUDE
27,16389_Houston_27_f.jpg,TRAIN,EXCLUDE
25,7745_AlbertoSordi_25_m.jpg,VAL,EXCLUDE
44,1464_RabindranathTagore_44_m.jpg,TRAIN,EXCLUDE
65,427_JohnDRockefeller_65_m.jpg,TRAIN,EXCLUDE
72,1205_MendeleievDmitri_72_m.jpg,TEST,EXCLUDE
17,94_PaulAnka_17_m.jpg,TEST,EXCLUDE
43,8437_WalterPidgeon_43_m.jpg,TRAIN,EXCLUDE
25,14327_KristinScottThomas_25_f.jpg,TEST,EXCLUDE
91,16239_NelsonMandela_91_m.jpg,TEST,EXCLUDE
58,12154_FrancescaAnnis_58_f.jpg,TRAIN,EXCLUDE
51,1788_TomHanks_51_m.jpg,TEST,EXCLUDE
29,6747_RockHudson_29_m.jpg,TRAIN,EXCLUDE
40,14235_IngridBergman_40_f.jpg,TRAIN,EXCLUDE
34,11203_MonicaVitti_34_f.jpg,TRAIN,EXCLUDE
56,7154_JeanPaulBelmondo_56_m.jpg,TRAIN,EXCLUDE
40,868_WinstonChurchill_40_m.jpg,TRAIN,EXCLUDE
62,7580_RobertRyan_62_m.jpg,TRAIN,EXCLUDE
65,1267_IlyaPrigogine_65_m.jpg,TRAIN,EXCLUDE
37,3103_ChuckNorris_37_m.jpg,TRAIN,EXCLUDE
52,3224_EliWallach_52_m.jpg,TRAIN,EXCLUDE
53,3904_TomasMilian_53_m.jpg,TRAIN,EXCLUDE
62,2800_PeterFonda_62_m.jpg,TEST,EXCLUDE
23,13164_JaneWyman_23_f.jpg,TRAIN,EXCLUDE
51,3255_GeneHackman_51_m.jpg,TEST,EXCLUDE
45,8365_SimonMacCorkindale_45_m.jpg,TRAIN,EXCLUDE
63,9863_KimNovak_63_f.jpg,TRAIN,EXCLUDE
69,5688_RobertDeNiro_69_m.jpg,TRAIN,EXCLUDE
39,10386_AnnMargret_39_f.jpg,TRAIN,EXCLUDE
48,12207_ImeldaStaunton_48_f.jpg,VAL,EXCLUDE
48,334_LarryEllison_48_m.jpg,TRAIN,EXCLUDE
40,413_LelandStanford_40_m.jpg,TRAIN,EXCLUDE
32,165_WaltDisney_32_m.jpg,TRAIN,EXCLUDE
56,7840_AnthonyQuayle_56_m.jpg,TRAIN,EXCLUDE
52,8620_FrankSinatra_52_m.jpg,VAL,EXCLUDE
57,2767_LiamNeeson_57_m.jpg,VAL,EXCLUDE
38,2228_RayLiotta_38_m.jpg,VAL,EXCLUDE
23,12340_MyrnaLoy_23_f.jpg,VAL,EXCLUDE
58,9485_MaximilianShell_58_m.jpg,TRAIN,EXCLUDE
26,14839_SimoneSignoret_26_f.jpg,TRAIN,EXCLUDE
27,12497_AnneBaxter_27_f.jpg,TEST,EXCLUDE
53,3205_EliWallach_53_m.jpg,TRAIN,EXCLUDE
89,1358_BertrandRussell_89_m.jpg,TRAIN,EXCLUDE
40,9616_KostasXatzixristos_40_m.jpg,TRAIN,LABELED
65,7775_AlbertoSordi_65_m.jpg,TRAIN,EXCLUDE
25,4403_RobertPowell_25_m.jpg,TRAIN,EXCLUDE
42,2923_ScottGlenn_42_m.jpg,TRAIN,EXCLUDE
42,5334_JeanGabin_42_m.jpg,TRAIN,EXCLUDE
30,4126_GenaRowlands_30_m.jpg,TRAIN,EXCLUDE
39,16442_Tyson_39_f.jpg,TRAIN,EXCLUDE
33,9651_BoDerek_33_f.jpg,TRAIN,EXCLUDE
53,5387_JohnMalkovich_53_m.jpg,VAL,EXCLUDE
44,2434_ChevyChase_44_m.jpg,TRAIN,EXCLUDE
47,12316_MelindaDillion_47_f.jpg,TRAIN,EXCLUDE
18,11588_MargeChampion_18_f.jpg,TRAIN,EXCLUDE
15,12732_JenniferAniston_15_f.jpg,VAL,EXCLUDE
61,11449_CyndiLauper_61_f.jpg,TRAIN,LABELED
80,8129_LeslieNielsen_80_m.jpg,TEST,EXCLUDE
43,16287_campbell_43_f.jpg,TRAIN,EXCLUDE
33,6135_DanaAndrews_33_m.jpg,TRAIN,EXCLUDE
70,5580_PatrickStewart_70_m.jpg,TRAIN,EXCLUDE
62,8972_FredMacMurray_62_m.jpg,TRAIN,EXCLUDE
38,14307_JoanFontaine_38_f.jpg,TEST,EXCLUDE
42,10705_MaggieSmith_42_f.jpg,TRAIN,EXCLUDE
65,344_Onasis_65_m.jpg,TRAIN,EXCLUDE
23,3516_MartinSheen_23_m.jpg,TEST,EXCLUDE
65,1517_YannisRitsos_65_m.jpg,TRAIN,EXCLUDE
48,5273_JackNicolson_48_m.jpg,TEST,EXCLUDE
59,11938_CatherineSpaak_59_f.jpg,TRAIN,EXCLUDE
